id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
horizon-organic-heavy-whipping-cream,Horizon Organic Heavy Whipping Cream,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of Horizon Organic, owned by Danone. America's first national organic dairy brand, formerly WhiteWave; held by French multinational Danone (recently partnered with private equity Platinum Equity).",86.0,"Organic Valley (1,600+ Family Farm Cooperative) / Maple Hill 100% Grassfed"
silk,Silk,brand,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Originally Boulder, CO soy pioneer; swallowed into WhiteWave and acquired by dairy giant Danone for $12.5 Billion in 2017.",86.0,"Malk Organics (Clean, Gum-Free) / Homemade Oat Milk / Local Co-op Plant Milks"
silk-pure-almond-original-almondmilk,Silk Pure Almond Original Almondmilk,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of Silk, owned by Danone. Originally Boulder, CO soy pioneer; swallowed into WhiteWave and acquired by dairy giant Danone for $12.5 Billion in 2017.",86.0,"Malk Organics (Clean, Gum-Free) / Homemade Oat Milk / Local Co-op Plant Milks"
silk-organic-unsweetened-soymilk,Silk Organic Unsweetened Soymilk,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of Silk, owned by Danone. Originally Boulder, CO soy pioneer; swallowed into WhiteWave and acquired by dairy giant Danone for $12.5 Billion in 2017.",86.0,"Malk Organics (Clean, Gum-Free) / Homemade Oat Milk / Local Co-op Plant Milks"
silk-dairy-free-vanilla-almond-creamer,Silk Dairy Free Vanilla Almond Creamer,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of Silk, owned by Danone. Originally Boulder, CO soy pioneer; swallowed into WhiteWave and acquired by dairy giant Danone for $12.5 Billion in 2017.",86.0,"Malk Organics (Clean, Gum-Free) / Homemade Oat Milk / Local Co-op Plant Milks"
silk-original-coconutmilk,Silk Original Coconutmilk,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of Silk, owned by Danone. Originally Boulder, CO soy pioneer; swallowed into WhiteWave and acquired by dairy giant Danone for $12.5 Billion in 2017.",86.0,"Malk Organics (Clean, Gum-Free) / Homemade Oat Milk / Local Co-op Plant Milks"
stok-cold-brew,SToK Cold Brew,brand,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Hipster-aesthetic, black-bottle cold brew coffee brand engineered and produced by multinational dairy conglomerate Danone.",86.0,Equal Exchange Organic Cold Brew / Local Specialty Roaster Growlers
stok-cold-brew-black-unsweetened-coffee,SToK Cold Brew Black Unsweetened Coffee,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of SToK Cold Brew, owned by Danone. Hipster-aesthetic, black-bottle cold brew coffee brand engineered and produced by multinational dairy conglomerate Danone.",86.0,Equal Exchange Organic Cold Brew / Local Specialty Roaster Growlers
stok-cold-brew-not-too-sweet-coffee,SToK Cold Brew Not Too Sweet Coffee,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of SToK Cold Brew, owned by Danone. Hipster-aesthetic, black-bottle cold brew coffee brand engineered and produced by multinational dairy conglomerate Danone.",86.0,Equal Exchange Organic Cold Brew / Local Specialty Roaster Growlers
stok-cold-brew-extra-bold-espresso-coffee,SToK Cold Brew Extra Bold Espresso Coffee,product,Food & Grocery Staples,Danone,Danone S.A.,Public Conglomerate,Euronext: BN / OTC: DANOY,True,"Product of SToK Cold Brew, owned by Danone. Hipster-aesthetic, black-bottle cold brew coffee brand engineered and produced by multinational dairy conglomerate Danone.",86.0,Equal Exchange Organic Cold Brew / Local Specialty Roaster Growlers
kind-snacks,Kind Snacks,brand,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Built around Daniel Lubetzky's 'Kind Movement' and transparent plastic wrappers; candy and pet care conglomerate Mars, Inc. took full ownership in 2020 for ~$5 Billion.",95.0,Equal Exchange Organic Nuts / That's It Bars / Homemade Granola
kind-bar-dark-chocolate-nuts-sea-salt,Kind Bar Dark Chocolate Nuts & Sea Salt,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Kind Snacks, owned by Mars, Inc.. Built around Daniel Lubetzky's 'Kind Movement' and transparent plastic wrappers; candy and pet care conglomerate Mars, Inc. took full ownership in 2020 for ~$5 Billion.",95.0,Equal Exchange Organic Nuts / That's It Bars / Homemade Granola
kind-bar-caramel-almond-sea-salt,Kind Bar Caramel Almond & Sea Salt,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Kind Snacks, owned by Mars, Inc.. Built around Daniel Lubetzky's 'Kind Movement' and transparent plastic wrappers; candy and pet care conglomerate Mars, Inc. took full ownership in 2020 for ~$5 Billion.",95.0,Equal Exchange Organic Nuts / That's It Bars / Homemade Granola
kind-healthy-grains-oats-honey-with-toasted-coconut-granola,Kind Healthy Grains Oats & Honey with Toasted Coconut Granola,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Kind Snacks, owned by Mars, Inc.. Built around Daniel Lubetzky's 'Kind Movement' and transparent plastic wrappers; candy and pet care conglomerate Mars, Inc. took full ownership in 2020 for ~$5 Billion.",95.0,Equal Exchange Organic Nuts / That's It Bars / Homemade Granola
kind-minis-variety-pack-snack-bars,Kind Minis Variety Pack Snack Bars,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Kind Snacks, owned by Mars, Inc.. Built around Daniel Lubetzky's 'Kind Movement' and transparent plastic wrappers; candy and pet care conglomerate Mars, Inc. took full ownership in 2020 for ~$5 Billion.",95.0,Equal Exchange Organic Nuts / That's It Bars / Homemade Granola
natures-bakery,Nature's Bakery,brand,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Reno-based family fig bar maker acquired by Mars, Inc. in 2020 to bolster its healthy snacking corporate portfolio.",95.0,Newman's Own Fig Newmans / Local Co-op Bakery Fig Rolls
natures-bakery-whole-wheat-fig-bars-real-blueberry,Nature's Bakery Whole Wheat Fig Bars Real Blueberry,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Nature's Bakery, owned by Mars, Inc.. Reno-based family fig bar maker acquired by Mars, Inc. in 2020 to bolster its healthy snacking corporate portfolio.",95.0,Newman's Own Fig Newmans / Local Co-op Bakery Fig Rolls
natures-bakery-whole-wheat-fig-bars-raspberry,Nature's Bakery Whole Wheat Fig Bars Raspberry,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Nature's Bakery, owned by Mars, Inc.. Reno-based family fig bar maker acquired by Mars, Inc. in 2020 to bolster its healthy snacking corporate portfolio.",95.0,Newman's Own Fig Newmans / Local Co-op Bakery Fig Rolls
natures-bakery-gluten-free-fig-bars-pomegranate,Nature's Bakery Gluten Free Fig Bars Pomegranate,product,Food & Grocery Staples,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Nature's Bakery, owned by Mars, Inc.. Reno-based family fig bar maker acquired by Mars, Inc. in 2020 to bolster its healthy snacking corporate portfolio.",95.0,Newman's Own Fig Newmans / Local Co-op Bakery Fig Rolls
banfield-pet-hospital,Banfield Pet Hospital,brand,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Found inside 1,000+ PetSmart stores nationwide; fully owned by candy giant Mars, Inc. High-pressure corporate upsells and monthly 'wellness plan' lock-ins.",95.0,Independent Local Veterinary Practices / Nonprofit Community Animal Clinics
banfield-optimum-wellness-plan-monthly-dog-subscription,Banfield Optimum Wellness Plan Monthly Dog Subscription,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Banfield Pet Hospital, owned by Mars, Inc.. Found inside 1,000+ PetSmart stores nationwide; fully owned by candy giant Mars, Inc. High-pressure corporate upsells and monthly 'wellness plan' lock-ins.",95.0,Independent Local Veterinary Practices / Nonprofit Community Animal Clinics
banfield-comprehensive-physical-exam-vaccine-protocol,Banfield Comprehensive Physical Exam & Vaccine Protocol,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Banfield Pet Hospital, owned by Mars, Inc.. Found inside 1,000+ PetSmart stores nationwide; fully owned by candy giant Mars, Inc. High-pressure corporate upsells and monthly 'wellness plan' lock-ins.",95.0,Independent Local Veterinary Practices / Nonprofit Community Animal Clinics
banfield-canine-dental-cleaning-package,Banfield Canine Dental Cleaning Package,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of Banfield Pet Hospital, owned by Mars, Inc.. Found inside 1,000+ PetSmart stores nationwide; fully owned by candy giant Mars, Inc. High-pressure corporate upsells and monthly 'wellness plan' lock-ins.",95.0,Independent Local Veterinary Practices / Nonprofit Community Animal Clinics
vca-animal-hospitals,VCA Animal Hospitals,brand,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Operates over 1,000 veterinary hospitals across North America; bought by Mars, Inc. in 2017 for $9.1 Billion, establishing a near-monopoly on pet healthcare.",95.0,Independent Local Family-Owned Veterinary Hospitals / AAHA Independent Clinics
vca-careclub-comprehensive-wellness-plan,VCA CareClub Comprehensive Wellness Plan,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of VCA Animal Hospitals, owned by Mars, Inc.. Operates over 1,000 veterinary hospitals across North America; bought by Mars, Inc. in 2017 for $9.1 Billion, establishing a near-monopoly on pet healthcare.",95.0,Independent Local Family-Owned Veterinary Hospitals / AAHA Independent Clinics
vca-veterinary-emergency-consultation-triage,VCA Veterinary Emergency Consultation & Triage,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of VCA Animal Hospitals, owned by Mars, Inc.. Operates over 1,000 veterinary hospitals across North America; bought by Mars, Inc. in 2017 for $9.1 Billion, establishing a near-monopoly on pet healthcare.",95.0,Independent Local Family-Owned Veterinary Hospitals / AAHA Independent Clinics
vca-specialty-surgical-ultrasound-diagnostics,VCA Specialty Surgical & Ultrasound Diagnostics,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of VCA Animal Hospitals, owned by Mars, Inc.. Operates over 1,000 veterinary hospitals across North America; bought by Mars, Inc. in 2017 for $9.1 Billion, establishing a near-monopoly on pet healthcare.",95.0,Independent Local Family-Owned Veterinary Hospitals / AAHA Independent Clinics
bluepearl-pet-hospital,BluePearl Pet Hospital,brand,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Network of over 100 emergency and specialty referral veterinary hospitals owned by Mars Petcare (Mars, Inc.).",95.0,University Veterinary Teaching Hospitals / Independent Emergency Clinics
bluepearl-247-specialty-veterinary-emergency-care,BluePearl 24/7 Specialty Veterinary Emergency Care,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of BluePearl Pet Hospital, owned by Mars, Inc.. Network of over 100 emergency and specialty referral veterinary hospitals owned by Mars Petcare (Mars, Inc.).",95.0,University Veterinary Teaching Hospitals / Independent Emergency Clinics
bluepearl-oncology-chemotherapy-consultation,BluePearl Oncology & Chemotherapy Consultation,product,Pet Food & Veterinary Care,"Mars, Inc.","Mars, Incorporated",Private Family Conglomerate (Mars Family),Private,True,"Product of BluePearl Pet Hospital, owned by Mars, Inc.. Network of over 100 emergency and specialty referral veterinary hospitals owned by Mars Petcare (Mars, Inc.).",95.0,University Veterinary Teaching Hospitals / Independent Emergency Clinics
clif-bar,Clif Bar,brand,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,Founder Gary Erickson famously turned down a $120M buyout in 2000 to keep it independent; company finally sold out to Oreo maker Mondelez in 2022 for $2.9 Billion.,90.0,Skratch Labs / Homemade Energy Bars / Equal Exchange Organic Bars
clif-bar-energy-bar-chocolate-chip,Clif Bar Energy Bar Chocolate Chip,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Clif Bar, owned by Mondelez International. Founder Gary Erickson famously turned down a $120M buyout in 2000 to keep it independent; company finally sold out to Oreo maker Mondelez in 2022 for $2.9 Billion.",90.0,Skratch Labs / Homemade Energy Bars / Equal Exchange Organic Bars
clif-bar-crunchy-peanut-butter-energy-bar,Clif Bar Crunchy Peanut Butter Energy Bar,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Clif Bar, owned by Mondelez International. Founder Gary Erickson famously turned down a $120M buyout in 2000 to keep it independent; company finally sold out to Oreo maker Mondelez in 2022 for $2.9 Billion.",90.0,Skratch Labs / Homemade Energy Bars / Equal Exchange Organic Bars
clif-bar-white-chocolate-macadamia-nut,Clif Bar White Chocolate Macadamia Nut,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Clif Bar, owned by Mondelez International. Founder Gary Erickson famously turned down a $120M buyout in 2000 to keep it independent; company finally sold out to Oreo maker Mondelez in 2022 for $2.9 Billion.",90.0,Skratch Labs / Homemade Energy Bars / Equal Exchange Organic Bars
clif-builders-protein-bar-chocolate-mint,Clif Builders Protein Bar Chocolate Mint,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Clif Bar, owned by Mondelez International. Founder Gary Erickson famously turned down a $120M buyout in 2000 to keep it independent; company finally sold out to Oreo maker Mondelez in 2022 for $2.9 Billion.",90.0,Skratch Labs / Homemade Energy Bars / Equal Exchange Organic Bars
tates-bake-shop,Tate's Bake Shop,brand,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Marketed as a small-batch, quaint Southampton bakery in green craft-paper bags; bought out by Oreo giant Mondelez in 2018 for $500M.",90.0,Local Independent Bakeries / King Arthur Flour Homemade Cookies
tates-bake-shop-crispy-chocolate-chip-cookies,Tate's Bake Shop Crispy Chocolate Chip Cookies,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Tate's Bake Shop, owned by Mondelez International. Marketed as a small-batch, quaint Southampton bakery in green craft-paper bags; bought out by Oreo giant Mondelez in 2018 for $500M.",90.0,Local Independent Bakeries / King Arthur Flour Homemade Cookies
tates-bake-shop-gluten-free-chocolate-chip-cookies,Tate's Bake Shop Gluten Free Chocolate Chip Cookies,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Tate's Bake Shop, owned by Mondelez International. Marketed as a small-batch, quaint Southampton bakery in green craft-paper bags; bought out by Oreo giant Mondelez in 2018 for $500M.",90.0,Local Independent Bakeries / King Arthur Flour Homemade Cookies
tates-bake-shop-butter-crunch-cookies,Tate's Bake Shop Butter Crunch Cookies,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Tate's Bake Shop, owned by Mondelez International. Marketed as a small-batch, quaint Southampton bakery in green craft-paper bags; bought out by Oreo giant Mondelez in 2018 for $500M.",90.0,Local Independent Bakeries / King Arthur Flour Homemade Cookies
perfect-snacks-perfect-bar,Perfect Snacks (Perfect Bar),brand,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,Pioneered refrigerated protein bars founded by a large family in San Diego; acquired by global snack conglomerate Mondelez in 2019.,90.0,Homemade Peanut Butter Protein Balls / Local Co-op Fresh Snack Bars
perfect-bar-original-refrigerated-protein-bar-dark-chocolate-chip-peanut-butter,Perfect Bar Original Refrigerated Protein Bar Dark Chocolate Chip Peanut Butter,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Perfect Snacks (Perfect Bar), owned by Mondelez International. Pioneered refrigerated protein bars founded by a large family in San Diego; acquired by global snack conglomerate Mondelez in 2019.",90.0,Homemade Peanut Butter Protein Balls / Local Co-op Fresh Snack Bars
perfect-bar-coconut-peanut-butter,Perfect Bar Coconut Peanut Butter,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Perfect Snacks (Perfect Bar), owned by Mondelez International. Pioneered refrigerated protein bars founded by a large family in San Diego; acquired by global snack conglomerate Mondelez in 2019.",90.0,Homemade Peanut Butter Protein Balls / Local Co-op Fresh Snack Bars
perfect-bar-snack-size-minis-peanut-butter,Perfect Bar Snack Size Minis Peanut Butter,product,Food & Grocery Staples,Mondelez International,"Mondelez International, Inc.",Public Conglomerate,NASDAQ: MDLZ,True,"Product of Perfect Snacks (Perfect Bar), owned by Mondelez International. Pioneered refrigerated protein bars founded by a large family in San Diego; acquired by global snack conglomerate Mondelez in 2019.",90.0,Homemade Peanut Butter Protein Balls / Local Co-op Fresh Snack Bars
goose-island-brewing,Goose Island Brewing,brand,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,Chicago craft brewing institution; bought by AB InBev in 2011 for $38.8M to pioneer the corporate takeover of craft beer tap lines.,94.0,Half Acre Beer Company / Revolution Brewing / Local Independent Craft Microbreweries
goose-island-ipa-india-pale-ale-6-pack,Goose Island IPA India Pale Ale 6-Pack,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Goose Island Brewing, owned by Anheuser-Busch InBev. Chicago craft brewing institution; bought by AB InBev in 2011 for $38.8M to pioneer the corporate takeover of craft beer tap lines.",94.0,Half Acre Beer Company / Revolution Brewing / Local Independent Craft Microbreweries
goose-island-312-urban-wheat-ale,Goose Island 312 Urban Wheat Ale,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Goose Island Brewing, owned by Anheuser-Busch InBev. Chicago craft brewing institution; bought by AB InBev in 2011 for $38.8M to pioneer the corporate takeover of craft beer tap lines.",94.0,Half Acre Beer Company / Revolution Brewing / Local Independent Craft Microbreweries
goose-island-bourbon-county-stout-vintage,Goose Island Bourbon County Stout Vintage,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Goose Island Brewing, owned by Anheuser-Busch InBev. Chicago craft brewing institution; bought by AB InBev in 2011 for $38.8M to pioneer the corporate takeover of craft beer tap lines.",94.0,Half Acre Beer Company / Revolution Brewing / Local Independent Craft Microbreweries
elysian-brewing,Elysian Brewing,brand,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,Seattle craft darling renowned for pumpkin beer; acquired by Budweiser parent AB InBev in 2015 sparking Pacific Northwest boycotts.,94.0,Georgetown Brewing / Fremont Brewing / Local Washington Independent Brewers
elysian-space-dust-ipa-6-pack-cans,Elysian Space Dust IPA 6-Pack Cans,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Elysian Brewing, owned by Anheuser-Busch InBev. Seattle craft darling renowned for pumpkin beer; acquired by Budweiser parent AB InBev in 2015 sparking Pacific Northwest boycotts.",94.0,Georgetown Brewing / Fremont Brewing / Local Washington Independent Brewers
elysian-contact-haze-hazy-ipa,Elysian Contact Haze Hazy IPA,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Elysian Brewing, owned by Anheuser-Busch InBev. Seattle craft darling renowned for pumpkin beer; acquired by Budweiser parent AB InBev in 2015 sparking Pacific Northwest boycotts.",94.0,Georgetown Brewing / Fremont Brewing / Local Washington Independent Brewers
elysian-night-owl-pumpkin-ale,Elysian Night Owl Pumpkin Ale,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Elysian Brewing, owned by Anheuser-Busch InBev. Seattle craft darling renowned for pumpkin beer; acquired by Budweiser parent AB InBev in 2015 sparking Pacific Northwest boycotts.",94.0,Georgetown Brewing / Fremont Brewing / Local Washington Independent Brewers
wicked-weed-brewing,Wicked Weed Brewing,brand,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Asheville sour and farmhouse ale favorite; acquired by AB InBev in 2017, prompting dozens of independent craft breweries to pull out of their sour beer festival.",94.0,Burial Beer Co. / Allagash Brewing Company (Certified B Corp) / Sierra Nevada
wicked-weed-pernicious-ipa-6-pack-cans,Wicked Weed Pernicious IPA 6-Pack Cans,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Wicked Weed Brewing, owned by Anheuser-Busch InBev. Asheville sour and farmhouse ale favorite; acquired by AB InBev in 2017, prompting dozens of independent craft breweries to pull out of their sour beer festival.",94.0,Burial Beer Co. / Allagash Brewing Company (Certified B Corp) / Sierra Nevada
wicked-weed-freak-of-nature-double-ipa,Wicked Weed Freak of Nature Double IPA,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Wicked Weed Brewing, owned by Anheuser-Busch InBev. Asheville sour and farmhouse ale favorite; acquired by AB InBev in 2017, prompting dozens of independent craft breweries to pull out of their sour beer festival.",94.0,Burial Beer Co. / Allagash Brewing Company (Certified B Corp) / Sierra Nevada
wicked-weed-medora-blackberry-sour-ale,Wicked Weed Medora Blackberry Sour Ale,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Wicked Weed Brewing, owned by Anheuser-Busch InBev. Asheville sour and farmhouse ale favorite; acquired by AB InBev in 2017, prompting dozens of independent craft breweries to pull out of their sour beer festival.",94.0,Burial Beer Co. / Allagash Brewing Company (Certified B Corp) / Sierra Nevada
golden-road-brewing,Golden Road Brewing,brand,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,Los Angeles craft beer brand acquired by AB InBev in 2015 to secure supermarket tap handles and stadium distribution.,94.0,Smog City Brewing / Highland Park Brewery / Local California Microbreweries
golden-road-mango-cart-wheat-ale-6-pack-cans,Golden Road Mango Cart Wheat Ale 6-Pack Cans,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Golden Road Brewing, owned by Anheuser-Busch InBev. Los Angeles craft beer brand acquired by AB InBev in 2015 to secure supermarket tap handles and stadium distribution.",94.0,Smog City Brewing / Highland Park Brewery / Local California Microbreweries
golden-road-wolf-pup-session-ipa,Golden Road Wolf Pup Session IPA,product,"Beer, Wine & Spirits",Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV,Public Mega-Brewer (3G Capital Influence),Euronext: ABI / NYSE: BUD,True,"Product of Golden Road Brewing, owned by Anheuser-Busch InBev. Los Angeles craft beer brand acquired by AB InBev in 2015 to secure supermarket tap handles and stadium distribution.",94.0,Smog City Brewing / Highland Park Brewery / Local California Microbreweries
blue-moon-brewing,Blue Moon Brewing,brand,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,Invented inside Coors Field in 1995; marketed for decades without Coors branding to deceive drinkers into believing it is an imported Belgian craft witbier.,90.0,Allagash White (Certified B Corp & 100% Independent) / Unibroue Blanche de Chambly
blue-moon-belgian-white-wheat-ale-6-pack-bottles,Blue Moon Belgian White Wheat Ale 6-Pack Bottles,product,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Product of Blue Moon Brewing, owned by Molson Coors. Invented inside Coors Field in 1995; marketed for decades without Coors branding to deceive drinkers into believing it is an imported Belgian craft witbier.",90.0,Allagash White (Certified B Corp & 100% Independent) / Unibroue Blanche de Chambly
blue-moon-lightsky-citrus-wheat-cans,Blue Moon LightSky Citrus Wheat Cans,product,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Product of Blue Moon Brewing, owned by Molson Coors. Invented inside Coors Field in 1995; marketed for decades without Coors branding to deceive drinkers into believing it is an imported Belgian craft witbier.",90.0,Allagash White (Certified B Corp & 100% Independent) / Unibroue Blanche de Chambly
blue-moon-moon-haze-hazy-ipa,Blue Moon Moon Haze Hazy IPA,product,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Product of Blue Moon Brewing, owned by Molson Coors. Invented inside Coors Field in 1995; marketed for decades without Coors branding to deceive drinkers into believing it is an imported Belgian craft witbier.",90.0,Allagash White (Certified B Corp & 100% Independent) / Unibroue Blanche de Chambly
terrapin-beer-co,Terrapin Beer Co.,brand,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Athens, Georgia craft brewery; acquired in full by Molson Coors in 2016 through its craft division Tenth and Blake.",90.0,Creature Comforts Brewing / SweetWater Brewing / Local Southern Independent Breweries
terrapin-hopsecutioner-ipa-6-pack-cans,Terrapin Hopsecutioner IPA 6-Pack Cans,product,"Beer, Wine & Spirits",Molson Coors,Molson Coors Beverage Company,Public Conglomerate,NYSE: TAP,True,"Product of Terrapin Beer Co., owned by Molson Coors. Athens, Georgia craft brewery; acquired in full by Molson Coors in 2016 through its craft division Tenth and Blake.",90.0,Creature Comforts Brewing / SweetWater Brewing / Local Southern Independent Breweries
